,Unnamed: 0,begin,end,filename,shot_id,transcript,daily life,score
13503,13503,00:32:32:03,00:32:37:05,5264050645694159353.xml,654,"All right, all right, just remember,  mirror, signal, manoeuvre, OK?",0.812983512878418,0.812983512878418
16790,16790,01:12:09:10,01:12:10:16,5266645664934403562.xml,1359,I'm not going.  Why not? Cos I'm just not.,0.8123973608016968,0.8123973608016968
2443,2443,00:19:40:21,00:19:43:21,5248439298566680341.xml,363,We could make it a regular thing. ,0.8115648627281189,0.8115648627281189
10438,10438,01:41:54:00,01:41:57:12,5256228221757951173.xml,1727,doing it all again. ,0.8109109401702881,0.8109109401702881
10198,10198,01:27:43:17,01:27:44:20,5256228221757951173.xml,1487,You must be nearly done?  Just got to take the rubbish out.,0.809173583984375,0.809173583984375
17056,17056,01:28:00:18,01:28:01:17,5266645664934403562.xml,1625,"Where you going?  Work, where d'you think? How can you be so calm?",0.8091182112693787,0.8091182112693787
14971,14971,01:56:12:19,01:56:13:24,5264050645694159353.xml,2122,"Yeah, me too.  Mum! I'm coming.",0.8086519837379456,0.8086519837379456
21909,21909,00:45:52:09,00:45:54:07,5274434588125702436.xml,816,I've gotta pack up. ,0.8081420063972473,0.8081420063972473
20694,20694,01:28:58:22,01:29:09:14,5271844722846213628.xml,1664,"Just heard Max is out of the woods.  Although I do envy him  all that beauty sleep. It's every cloud with you, innit?  That's me.  Until I think of Tanya and  what I'd like to do to her.",0.8072401285171509,0.8072401285171509
12869,12869,00:01:26:13,00:01:42:08,5264050645694159353.xml,20,"Hey.  So this is it, then?  Yeah.  And there ain't nothing or  no-one going to stop us going today.",0.8056579232215881,0.8056579232215881
7049,7049,00:26:07:15,00:26:11:05,5253646087419594905.xml,440,Mum says you've got to  come downstairs.,0.8040956258773804,0.8040956258773804
19190,19190,00:07:50:01,00:08:22:11,5271844722846213628.xml,160,"Sean.  Why've you brought me here?  Well, seems Jack and Ronnie couldn't be bothered to open up. So how did you get in?  It's nothing a brick  couldn't fix, is it? Right, well, I take it you didn't  sort things out with Roxy? No.  Poppa Mitchell put paid to that.  What if somebody  finds out we're in here? Since when do you care  what Jack Branning thinks? Well, I don't.  And as for Ronnie, screw her.  Here's to not caring. Not caring. ",0.8028071522712708,0.8028071522712708
16023,16023,00:29:56:03,00:29:57:05,5266645664934403562.xml,592,"You need to get a bag packed,  you know.  Ready to go.",0.8021894693374634,0.8021894693374634
19367,19367,00:17:43:07,00:17:45:04,5271844722846213628.xml,337,She's here. ,0.8021476864814758,0.8021476864814758
19749,19749,00:37:37:16,00:37:39:22,5271844722846213628.xml,719,That was Mrs Thomas and she wants  taking to the supermarket.,0.8020521402359009,0.8020521402359009
2325,2325,00:13:14:14,00:13:16:14,5248439298566680341.xml,245,Exactly!  It's cliched! ,0.8019202351570129,0.8019202351570129
8275,8275,01:33:14:18,01:33:16:20,5253646087419594905.xml,1666,"Well, I've been blanking him  all morning.",0.8006207346916199,0.8006207346916199
7546,7546,00:52:56:20,00:52:59:24,5253646087419594905.xml,937,"Here we go,  I hope it tastes all right!",0.799782931804657,0.799782931804657
969,969,00:53:18:12,00:53:19:00,5245830105934359183.xml,970,Of course. ,0.799770712852478,0.799770712852478
14596,14596,01:34:08:06,01:34:12:09,5264050645694159353.xml,1747,"Now, we're gonna pack  and we're gonna leave.  That's it?",0.799046516418457,0.799046516418457
2505,2505,00:22:06:10,00:22:10:23,5248439298566680341.xml,425,"Ain't it marvellous?!  I go out to work, I'm fine all day.  The minute  I step through the door,",0.7979017496109009,0.7979017496109009
12774,12774,01:53:38:17,01:53:41:00,5258818087037440299.xml,2143,He's made his bed.  But will he lie in it?,0.7971885204315186,0.7971885204315186
11950,11950,01:06:03:02,01:06:07:02,5258818087037440299.xml,1319,That never goes away. ,0.7966068983078003,0.7966068983078003
21252,21252,00:08:39:17,00:08:41:21,5274434588125702436.xml,159,"Yeah, well, you know I've been busy. ",0.7960137724876404,0.7960137724876404
2224,2224,00:08:04:24,00:08:08:06,5248439298566680341.xml,144,"But am I gonna rise to it?  No!  No, I am not. ",0.7947086691856384,0.7947086691856384
22647,22647,01:26:06:17,01:26:11:20,5274434588125702436.xml,1554,"I can come to the bank with you  on my way to school, and you can draw the money out.",0.7935183644294739,0.7935183644294739
12871,12871,00:01:43:22,00:01:44:22,5264050645694159353.xml,22,"All right, Ronnie?  Morning.",0.7924450635910034,0.7924450635910034
17837,17837,00:14:49:10,00:14:53:14,5269245838135402929.xml,301,"Just as well I'm here then, eh? ",0.7913323640823364,0.7913323640823364
14363,14363,01:20:44:23,01:20:48:16,5264050645694159353.xml,1514,You're the weaker brother.  You always were. ,0.7912958860397339,0.7912958860397339
10240,10240,01:29:35:11,01:29:38:02,5256228221757951173.xml,1529,"You don't have  to go just yet, do you? Yeah, well they've gotta  get going if they're going to catch the earlier train.",0.7896519899368286,0.7896519899368286
10509,10509,01:45:56:14,01:45:58:07,5256228221757951173.xml,1798,living with you without knowing  when I'm being flannelled.,0.789242148399353,0.789242148399353
22474,22474,01:15:58:18,01:16:00:03,5274434588125702436.xml,1381,"Yeah, course. ",0.7877018451690674,0.7877018451690674
8832,8832,00:06:24:19,00:06:27:18,5256228221757951173.xml,121,"Yeah, course. ",0.7877018451690674,0.7877018451690674
12632,12632,01:45:42:14,01:45:43:19,5258818087037440299.xml,2001,So I'll leave you to it.  Bye. ,0.7872260808944702,0.7872260808944702
7978,7978,01:17:54:18,01:18:00:15,5253646087419594905.xml,1369,So it's definitely happening?  It's happening.  You're moving to Birmingham. We're moving. ,0.7869015336036682,0.7869015336036682
18359,18359,00:48:54:10,00:49:11:03,5269245838135402929.xml,823,"Christian's still gay, you know.  There it is.  You still hate his  guts.  You can't fake that. No, not at all.  Give him a hug if he was here would you? Yes, of course.  Then roll on tomorrow cos he's back  from holiday.  He lives in Walford now. And we can have one big,  warm family reunion.",0.7851192951202393,0.7851192951202393
17903,17903,00:18:24:03,00:18:27:18,5269245838135402929.xml,367,Locking the car door. ,0.78443443775177,0.78443443775177
21851,21851,00:41:42:15,00:41:47:00,5274434588125702436.xml,758,"When you're with someone,  you're with them.  Ain't a choice.",0.7838077545166016,0.7838077545166016
10069,10069,01:19:34:06,01:19:35:17,5256228221757951173.xml,1358,Course you are. ,0.7837439179420471,0.7837439179420471
11141,11141,00:24:04:13,00:24:12:10,5258818087037440299.xml,510,"Oi, I do live here, you know.  Force of habit. Still, you ain't moved things around  very much, have you?",0.7830568552017212,0.7830568552017212
17077,17077,01:28:51:20,01:29:00:22,5266645664934403562.xml,1646,"You're doing a pretty good job  of it.  I'm going to work. Go on, then.  Off you go to work. Go and cry on Ronnie's shoulder, eh!  She'll give you all the support  you need, no questions asked! DOOR SLAMS",0.7829104065895081,0.7829104065895081
17667,17667,00:05:37:12,00:05:42:04,5269245838135402929.xml,131,"But she hates me already.  I always mess up. OK, OK, calm down.  I mean, Suzy'll sort something out.",0.7829023599624634,0.7829023599624634
19718,19718,00:35:57:19,00:36:00:05,5271844722846213628.xml,688,"Archie did call him, y'know.  So he says. Yeah, well, that's typical Sean, isn't it?",0.7827116847038269,0.7827116847038269
1758,1758,01:35:41:03,01:35:43:24,5245830105934359183.xml,1759,I'll have the same as Stacey. ,0.7819282412528992,0.7819282412528992
15106,15106,02:04:34:16,02:04:37:19,5264050645694159353.xml,2257,"Yeah, well.  They've got busy lives,  haven't they?",0.7817496657371521,0.7817496657371521
20194,20194,01:00:28:17,01:00:32:19,5271844722846213628.xml,1164,"Come on you lot!  If I'm up, you're up!  See ya later.",0.7803036570549011,0.7803036570549011
5120,5120,00:39:57:14,00:39:59:00,5251033029316736209.xml,804,It keeps repeating on me. ,0.7799105644226074,0.7799105644226074
8533,8533,01:47:24:16,01:47:28:03,5253646087419594905.xml,1924,"But you do it, Peter.  And you do it right now. ",0.7792066335678101,0.7792066335678101
12376,12376,01:30:39:14,01:30:44:05,5258818087037440299.xml,1745,So there I was... ,0.7787071466445923,0.7787071466445923
4954,4954,00:32:24:12,00:32:27:06,5251033029316736209.xml,638,Bianca'll be out all day.  She's doing a double shift  to make up for yesterday.,0.7785152196884155,0.7785152196884155
7929,7929,01:14:35:10,01:14:37:04,5253646087419594905.xml,1320,Just... ,0.7781901359558105,0.7781901359558105
12964,12964,00:05:54:19,00:06:06:16,5264050645694159353.xml,115,"And pull out.  Into gear, clutch, accelerate, handbrake... Mirrors!  Yeah, I did the mirrors! You did not do your mirrors! I did!  You never! OK, move on, move on.",0.7781187295913696,0.7781187295913696
9282,9282,00:33:59:10,00:34:08:12,5256228221757951173.xml,571,"Bye.  That Archie has got her wrapped  round his little finger, and will she listen to me?  No.  She is too stubborn,  the pig-headed old trout!",0.7776852250099182,0.7776852250099182
5074,5074,00:37:44:16,00:37:45:18,5251033029316736209.xml,758,There's always some lowlife  trying to rip you off.,0.7772993445396423,0.7772993445396423
22110,22110,00:56:51:15,00:56:54:13,5274434588125702436.xml,1017,"But there's nothing wrong with me.  There is now. You're taking a sickie and we're  spending the day together, starting with breakfast.",0.7770543098449707,0.7770543098449707
3671,3671,01:18:16:19,01:18:18:00,5248439298566680341.xml,1591,"Now, where's Billy?  Janet needed the toilet.",0.77668696641922,0.77668696641922
22675,22675,01:27:19:04,01:27:22:04,5274434588125702436.xml,1582,"Come on, Liam, you and Tiff  better get off to school.",0.7756560444831848,0.7756560444831848
9661,9661,00:54:41:23,00:54:45:02,5256228221757951173.xml,950,"No, come on, Gal...  Look you'll have to deal with it, yeah.",0.7741660475730896,0.7741660475730896
8383,8383,01:38:38:21,01:38:42:01,5253646087419594905.xml,1774,But of course.  Because I try to do what's right. No matter what.  Yes.,0.7741451263427734,0.7741451263427734
22956,22956,01:42:05:01,01:42:06:19,5274434588125702436.xml,1863,She did it. ,0.772627592086792,0.772627592086792
11435,11435,00:39:35:20,00:39:38:07,5258818087037440299.xml,804,"Why not?  You spend half your  life there these days.  You have been going to the gym, haven't you?",0.7721514701843262,0.7721514701843262
20585,20585,01:22:26:23,01:22:29:23,5271844722846213628.xml,1555,"Oh, right.  Tough day? ",0.7715038061141968,0.7715038061141968
8,8,00:00:38:23,00:00:51:01,5245830105934359183.xml,9,"I can't!  Come on, clench those muscles. It really hurts.  Come on, you gotta work harder. Push.  By the time Tony gets out  in a month, I'll be able to crack walnuts on this bum...  Push...",0.769533097743988,0.769533097743988
17666,17666,00:05:34:01,00:05:37:11,5269245838135402929.xml,130,"But you can't cos we're moving,  ain't we?",0.7695006132125854,0.7695006132125854
14791,14791,01:44:56:21,01:44:58:13,5264050645694159353.xml,1942,"Just go upstairs,  get the rest of your stuff.",0.7688317894935608,0.7688317894935608
21241,21241,00:08:07:16,00:08:12:00,5274434588125702436.xml,148,"Well, she ain't denied it. ",0.7672369480133057,0.7672369480133057
7138,7138,00:31:08:11,00:31:10:03,5253646087419594905.xml,529,"Why?  Well, you know why. Take the money, yeah?",0.7672312259674072,0.7672312259674072
4340,4340,00:01:10:12,00:01:13:14,5251033029316736209.xml,24,"I mean, we might only have  one wage coming in soon. Bradley, it's the 21st century -  women with kids do work.",0.7667829394340515,0.7667829394340515
7313,7313,00:40:19:00,00:40:21:12,5253646087419594905.xml,704,"If you need to speak to  your daughter in the middle of a working day,",0.7667771577835083,0.7667771577835083
5005,5005,00:35:19:21,00:35:24:18,5251033029316736209.xml,689,"No, it's all decided.  Peggy's having the day off. No-one's indispensable, ",0.7663798332214355,0.7663798332214355
20307,20307,01:07:08:24,01:07:10:20,5271844722846213628.xml,1277,Listen.  You know where I am... ,0.7656124234199524,0.7656124234199524
3191,3191,00:57:30:01,00:57:31:20,5248439298566680341.xml,1111,"Lunch, she's left her lunch. ",0.7636771202087402,0.7636771202087402
2895,2895,00:42:30:23,00:43:03:17,5248439298566680341.xml,815,"I thought that it was just a laugh.  But you really did pretend to be a train spotter? Might have worked. Do you know what your trouble is?  What's my trouble, Dad? You never take anything seriously.  Everything's just one big joke to  you. More a series of little jokes. And now you're taking her to  the R  Have you got a plan C? I do indeed.  And what is your plan C? The series of little jokes  is nothing more than a tragic mask. For the fact is, deep down,  I am a deeply depressed individual obsessed with death and blind to any hope or meaning in  my life.  And if that don't work...",0.7617576718330383,0.7617576718330383
2201,2201,00:06:59:06,00:07:05:06,5248439298566680341.xml,121,"Right, come on.  Everyone outside.  Pat's taking a photo. Come on, Liam.  Come on, Nana's taking a photo.  Come on.",0.7599247097969055,0.7599247097969055
20690,20690,01:28:31:03,01:28:47:22,5271844722846213628.xml,1660,"Now guess what you're doing today.  And you can start in the gents'. Look, I was only trying to help  Vinnie out.  He's lonely. Get scrubbing. Well, can I have some gloves?  You're lucky to get a brush! Don't forget your big makeover.  Gonna make you look  a million dollars. Well, I'm gonna give the prize  to somebody else.",0.759219229221344,0.759219229221344
18167,18167,00:35:02:02,00:35:03:20,5269245838135402929.xml,631,"Yes, of course. ",0.758762001991272,0.758762001991272
20001,20001,00:50:22:14,00:50:24:13,5271844722846213628.xml,971,"Well, you can see I'm working. ",0.7586920857429504,0.7586920857429504
3622,3622,01:15:55:12,01:15:57:18,5248439298566680341.xml,1542,It comes naturally to me... ,0.7585422992706299,0.7585422992706299
13024,13024,00:08:34:08,00:08:37:18,5264050645694159353.xml,175,"S'il vous plait,  je voudrais... Stop it. You've got to get used to it.  And in  France, the waiters are taller,",0.7579015493392944,0.7579015493392944
16566,16566,00:59:40:12,00:59:41:01,5266645664934403562.xml,1135,"Right, you lot, what do  you want for breakfast?",0.7565605044364929,0.7565605044364929
5259,5259,00:48:24:20,00:48:27:01,5251033029316736209.xml,943,Now I come out the launderette to  have a fag...,0.756415069103241,0.756415069103241
15850,15850,00:21:55:02,00:21:57:06,5266645664934403562.xml,419,"Always early, first to arrive. ",0.7558275461196899,0.7558275461196899
13252,13252,00:19:54:08,00:19:56:12,5264050645694159353.xml,403,"Quite right, Peggy.  As always. ",0.7558080554008484,0.7558080554008484
14307,14307,01:17:17:21,01:18:03:06,5264050645694159353.xml,1458,"You've left me no option.  I let you  go, you're just gonna start all over. You'll find something else and you  won't stop until you've ruined all our lives. Well, you'll get done. You can't just murder people.  Why not?  It happens all the time. It's not as difficult as you  think, Max.  It really ain't. You just pull the trigger.  You dump  the body, you cover your tracks. I was a dirty cop, remember. That ain't just a phrase,  that's a way of life and it involves doing unpleasant things, unpleasant violent things.  I turned my back on that after Penny.  After what happened,  I said, ""Enough's enough."" But for you,  I'm gonna make an exception. I don't believe you.  No?",0.7548948526382446,0.7548948526382446
