,Unnamed: 0,begin,end,filename,shot_id,transcript,topic,score,score_hf
14127,14127,01:07:13:04,01:07:19:02,5264050645694159353.xml,1278,"Well, Ronnie was talking to him,  weren't you, love?  Out the back.",events,,0.9737553000450134
15561,15561,00:05:48:09,00:05:49:24,5266645664934403562.xml,130,It's all out of my hands now.  God help us both.,events,,0.9737427234649658
17554,17554,00:01:09:08,00:01:14:24,5269245838135402929.xml,18,"Everything OK now, Mrs Branning?  Um, no, not really, it's... It's Lauren.  She's finding this  all a bit upsetting.  Having the police in the house.",events,,0.9735649228096008
17547,17547,00:00:53:18,00:00:55:11,5269245838135402929.xml,11,"Eight days, five hours, ",events,,0.9735609889030457
13704,13704,00:42:34:13,00:42:36:06,5264050645694159353.xml,855,You said you were sure last night.  That was then and this is now.,events,,0.9734668135643005
2940,2940,00:44:41:02,00:44:43:06,5248439298566680341.xml,860,Half a dozen witnesses  say she threw the first punch.,events,,0.973393440246582
4928,4928,00:30:07:21,00:30:08:24,5251033029316736209.xml,612,"Suzy, she threw it in the canal. ",events,,0.9732996225357056
4025,4025,01:38:07:09,01:38:09:06,5248439298566680341.xml,1945,"I put a dealer down for a  12-stretch, and he got even with me.",events,,0.973288893699646
10405,10405,01:40:03:00,01:40:06:10,5256228221757951173.xml,1694,Someone's got to pick  the kids up from school.,events,,0.973273754119873
15501,15501,00:03:08:22,00:03:12:04,5266645664934403562.xml,70,"Someone tried to kill him,  got to be one of them.",events,,0.9732003211975098
12376,12376,01:30:39:14,01:30:44:05,5258818087037440299.xml,1745,So there I was... ,events,,0.9731826186180115
6628,6628,00:01:51:08,00:01:54:06,5253646087419594905.xml,19,if I would co-ordinate celebrations  for the Harvest Festival.,events,,0.9731185436248779
21315,21315,00:12:03:14,00:12:06:14,5274434588125702436.xml,222,"Bianca's gone off sick,  didn't she tell you?",events,,0.9731102585792542
5077,5077,00:37:48:00,00:37:54:06,5251033029316736209.xml,761,This would never have happened if  Stacey was here.  I told her I couldn't do it.,events,,0.9731003642082214
19839,19839,00:42:00:03,00:42:03:03,5271844722846213628.xml,809,let's start where Julie  gets mugged by the hoodie.,events,,0.9730528593063354
23066,23066,01:49:37:23,01:49:42:08,5274434588125702436.xml,1973,..it was real. ,events,,0.9730471968650818
11974,11974,01:06:47:22,01:06:50:13,5258818087037440299.xml,1343,This calls for a celebration.  Maybe we can crack open one of them  Bulgarian bottles of champagne,events,,0.9729968309402466
21572,21572,00:26:55:21,00:27:02:22,5274434588125702436.xml,479,"Yeah, look, I should never  have done that.  I'm sorry.",events,,0.9729315042495728
11945,11945,01:05:39:20,01:05:43:01,5258818087037440299.xml,1314,"But why did you go and see  him now, after all these years? It's just all this... ",events,,0.972874104976654
17729,17729,00:08:19:06,00:08:22:11,5269245838135402929.xml,193,I've just seen my brother in  intensive care.  Tubes everywhere.,events,,0.9728688597679138
19351,19351,00:17:01:07,00:17:04:00,5271844722846213628.xml,321,I was nearly five when I lost my mum. ,events,,0.9726129174232483
6669,6669,00:04:20:19,00:04:22:17,5253646087419594905.xml,60,"I'm gonna go upstairs,  get my sister out of bed.",events,,0.9726038575172424
612,612,00:34:58:04,00:34:59:11,5245830105934359183.xml,613,Now that my Tony babe  is coming home.,events,,0.9725960493087769
15723,15723,00:14:43:07,00:14:47:00,5266645664934403562.xml,292,"Which you haven't found.  Leaving the country...  with your brother's wife, and then someone tries to make him roadkill.",events,,0.972567081451416
15377,15377,02:20:52:22,02:21:00:14,5264050645694159353.xml,2528,"So, you got any idea who did this?  Well, Yes, and no.  The car was  definitely stolen, dumped nearby.",events,,0.97255939245224
18531,18531,00:57:23:15,00:57:27:16,5269245838135402929.xml,995,Christian's on his way.  Whoop-dee-doo(!) Come straight round when you come  back.  You've got a visitor.,events,,0.9725286960601807
16773,16773,01:11:34:12,01:11:36:24,5266645664934403562.xml,1342,You're coming  and that's an end to it.,events,,0.9723907709121704
4072,4072,01:41:04:11,01:41:23:03,5248439298566680341.xml,1992,But there was this raid.  I couldn't tip him off in time.  He got taken down in front  of his kid and he blamed me. We were at the station  when the news came in. Some of the lads went out and got  beer cos they were celebrating.,events,,0.9723774194717407
768,768,00:42:23:10,00:42:24:20,5245830105934359183.xml,769,"There you go, Jack,  Phil's the Hammers.",events,,0.9723745584487915
21866,21866,00:42:38:11,00:42:40:21,5274434588125702436.xml,773,"Hey, Lucas.  The wanderer returns.",events,,0.9721929430961609
22976,22976,01:43:00:17,01:43:03:00,5274434588125702436.xml,1883,And I also remember none of them  boys got a dance off you that night.,events,,0.9721578359603882
1114,1114,01:00:10:19,01:00:16:20,5245830105934359183.xml,1115,"But I heard her say...  Saying no. Yeah, but then...  She said no to him, Bradley.",events,,0.9718772172927856
21927,21927,00:46:36:01,00:46:37:15,5274434588125702436.xml,834,They were settled with Jack. ,events,,0.9716159105300903
1001,1001,00:54:32:16,00:54:38:03,5245830105934359183.xml,1002,Has to go and ruin  a perfectly pleasant evening.,events,,0.971483588218689
17299,17299,01:41:46:00,01:41:56:13,5266645664934403562.xml,1868,His 16th birthday...  We didn't see him for seven years. ,events,,0.9714388847351074
20920,20920,01:44:58:23,01:45:01:22,5271844722846213628.xml,1890,They must've come back from France  cos Abi left that tape.,events,,0.9714317321777344
15872,15872,00:23:01:18,00:23:04:02,5266645664934403562.xml,441,"Oh, babe, I know.  They saw Jack being taken away.  I mean, what do I say to them, eh?",events,,0.9713286757469177
548,548,00:31:40:09,00:31:43:05,5245830105934359183.xml,549,"Yeah, the scum deserved it.  He's been inside, mixing  with druggies and gang people.",events,,0.9712425470352173
7373,7373,00:43:23:14,00:43:25:01,5253646087419594905.xml,764,"So, big news about  your mum, eh? Yeah.",events,,0.9711782932281494
6072,6072,01:30:02:21,01:30:05:00,5251033029316736209.xml,1756,I cannot believe that  you did that to me last night.,events,,0.971160352230072
18982,18982,01:24:12:20,01:24:14:13,5269245838135402929.xml,1446,"Oh, Archie!  Her water's broken. ",events,,0.9710808992385864
9262,9262,00:32:55:15,00:33:00:04,5256228221757951173.xml,551,But I'm not staying.  What? Me and Summer we can't  come back here now.,events,,0.971070408821106
7371,7371,00:43:20:01,00:43:22:06,5253646087419594905.xml,762,"Watch that car, will you? ",events,,0.9709804058074951
3131,3131,00:53:33:04,00:53:36:01,5248439298566680341.xml,1051,You get our daughter suspended from  school and you don't see there's anything to apologise for?,events,,0.9709697365760803
2155,2155,00:04:09:18,00:04:12:24,5248439298566680341.xml,75,"So?  When I come down here first thing this morning, there's a flamin' cat sitting on the kitchen table.",events,,0.9709323644638062
9532,9532,00:48:18:00,00:48:19:18,5256228221757951173.xml,821,"It's not exactly a good moment, V. ",events,,0.9708284735679626
18344,18344,00:47:17:05,00:47:40:00,5269245838135402929.xml,808,"However, this is an extremely  serious charge, and with the victim now critical in  hospital, perhaps soon more serious still. With that in mind, and having  ascertained that adequate childcare protection has been made, the application for bail is denied.  The accused will be remanded in  custody until the trial date. Thank you.  Stand please. No.  No.  NO!  You can't.  Please.  No,  wait.  I want to be with my kids.",events,,0.9708091616630554
13610,13610,00:38:23:10,00:38:25:19,5264050645694159353.xml,761,"you know, so I was right there when  it went off. Your brother was clean.",events,,0.9706975221633911
18421,18421,00:51:53:21,00:51:54:20,5269245838135402929.xml,885,We're leaving.  Give us our coats. ,events,,0.9706894159317017
21100,21100,00:00:52:09,00:00:54:17,5274434588125702436.xml,7,"Doc, do you know the ins and outs  of what happened? I don't.",events,,0.9706777334213257
10507,10507,01:45:49:13,01:45:50:23,5256228221757951173.xml,1796,"He, um...he had to go. ",events,,0.9706373810768127
10972,10972,00:15:04:18,00:15:07:22,5258818087037440299.xml,341,"Someone dragged her out on  a shopping spree, brought her ankles up like a pair of barrage balloons.",events,,0.9705864787101746
5544,5544,01:03:26:22,01:03:29:02,5251033029316736209.xml,1228,Oh.  Don't act surprised.  You must have known what would happen.,events,,0.97051602602005
11046,11046,00:19:53:01,00:19:56:13,5258818087037440299.xml,415,"It ain't his fault  he lost his dad, is it?",events,,0.9704986214637756
12192,12192,01:18:12:11,01:18:16:08,5258818087037440299.xml,1561,"Yeah, and now you've been  in trouble with the old bill,",events,,0.9704185128211975
19348,19348,00:16:51:05,00:16:53:07,5271844722846213628.xml,318,Your mum's going home  on the next flight.,events,,0.9700630307197571
14167,14167,01:09:19:17,01:09:22:17,5264050645694159353.xml,1318,"I mean, I've had a really,  really bad day.  And this...",events,,0.9700431227684021
13528,13528,00:33:16:12,00:33:22:01,5264050645694159353.xml,679,You're sure you wanna go to  the party with me and not Callum?,events,,0.9700137972831726
23080,23080,01:51:59:10,01:52:05:24,5274434588125702436.xml,1987,Nobody wants me.  Nobody cares about me. ,events,,0.9699850678443909
11099,11099,00:22:01:04,00:22:03:06,5258818087037440299.xml,468,"MUSIC: ""It's Raining Men""  by The Weather Girls",events,,0.9699097275733948
16577,16577,01:00:15:22,01:00:22:11,5266645664934403562.xml,1146,Now I'm going up to the hospital.  Cos Jesus said... ,events,,0.969890832901001
13900,13900,00:53:32:07,00:53:43:16,5264050645694159353.xml,1051,"I heard what happened.  I'm sorry, darling.  You know, I always thought that  Darren was a nice guy.",events,,0.9697896242141724
10674,10674,00:01:55:19,00:02:02:05,5258818087037440299.xml,43,"but for want of a nail, the horse  is lost, and for cracking a nut, the filling is lost.",events,,0.9697778820991516
19901,19901,00:46:03:17,00:46:04:21,5271844722846213628.xml,871,because these next few weeks are  really gonna take it out of her.,events,,0.9696521162986755
12348,12348,01:27:48:16,01:27:58:12,5258818087037440299.xml,1717,"Well, he actually got  propositioned once. Yes, it's true.  He went into this bar  and, er, this busty,  beautiful sex bomb of a woman,",events,,0.9696379899978638
21137,21137,00:02:37:10,00:02:40:03,5274434588125702436.xml,44,I saw him. ,events,,0.9695436954498291
15483,15483,00:02:26:13,00:02:28:11,5266645664934403562.xml,52,"Your brother wakes up and everything  comes out about this gun, I'm finished. I didn't do anything.",events,,0.9695021510124207
13992,13992,00:59:55:08,00:59:57:17,5264050645694159353.xml,1143,He's been released.  He had nothing to do with it.,events,,0.9694247841835022
22970,22970,01:42:42:11,01:42:44:04,5274434588125702436.xml,1877,That's the first time I saw you.  You don't remember?,events,,0.9693446159362793
14735,14735,01:41:08:19,01:41:10:16,5264050645694159353.xml,1886,We're going tonight. ,events,,0.9692462086677551
12283,12283,01:23:34:15,01:23:49:08,5258818087037440299.xml,1652,"I have, I ruined everything.  I never let you in.  We had something really good.  And I destroyed it.  And I... ",events,,0.9691631197929382
3294,3294,01:01:40:15,01:01:44:10,5248439298566680341.xml,1214,She had a meeting with Jim's  doctor and it went on a bit longer than she thought.,events,,0.9691519737243652
14448,14448,01:26:02:20,01:26:09:02,5264050645694159353.xml,1599,What have I told you about this?  This?  Me and Bianca were mucking  about at the airport.,events,,0.9691377878189087
17278,17278,01:39:41:02,01:39:47:03,5266645664934403562.xml,1847,"losing his father...  I mean, poor Sean. He was only 15 when  it happened, and do you know,",events,,0.9688814282417297
19122,19122,00:05:00:23,00:05:02:20,5271844722846213628.xml,92,"It's too soon, all right?  She shouldn't be coming now.",events,,0.9688706994056702
3278,3278,01:01:09:23,01:01:11:23,5248439298566680341.xml,1198,Callum's still not turned up  for work.  I hope he's all right.,events,,0.9687960147857666
2506,2506,00:22:10:24,00:22:12:11,5248439298566680341.xml,426,it starts.  Perhaps somebody  let it in by mistake.,events,,0.9687513709068298
7105,7105,00:29:23:18,00:29:26:14,5253646087419594905.xml,496,Sorry.  Watch it! Sorry.,events,,0.9686324000358582
6363,6363,01:43:35:10,01:43:37:21,5251033029316736209.xml,2047,"They're going to take our shop  away from us, Patrick.",events,,0.9686070084571838
21643,21643,00:31:05:03,00:31:07:03,5274434588125702436.xml,550,As the tension mounts... ,events,,0.9685261249542236
15597,15597,00:07:32:10,00:07:46:20,5266645664934403562.xml,166,"Get it updated so it takes  pound coins.  That's an idea. Did you get my email?  I've not had much time  to look at emails. Tomorrow night at the Vic.  What? Jane, we need to keep these tables cleared. The stand-up group, they've  booked the Vic for tomorrow night.",events,,0.9685245752334595
21241,21241,00:08:07:16,00:08:12:00,5274434588125702436.xml,148,"Well, she ain't denied it. ",events,,0.968498170375824
11395,11395,00:37:20:07,00:37:26:05,5258818087037440299.xml,764,Hello.  Just in time.  Cool.,events,,0.9682989120483398
21301,21301,00:11:17:09,00:11:23:19,5274434588125702436.xml,208,"Well, I dunno, things weren't pretty.  But then, if it was all rosy,  she wouldn't be my ex, would she?",events,,0.9682945609092712
19842,19842,00:42:08:24,00:42:12:16,5271844722846213628.xml,812,"Cos I've gotta go down  the Old Bill, pick up my motor. Fire this up for me.",events,,0.9682412147521973
13365,13365,00:25:17:13,00:25:30:00,5264050645694159353.xml,516,"Look, whatever's happened,  it's not my fault, all right? Are you worth it, Darren, eh?  Maybe she's right.  Maybe she should just give up Oxford.",events,,0.9682251811027527
5120,5120,00:39:57:14,00:39:59:00,5251033029316736209.xml,804,It keeps repeating on me. ,events,,0.9681235551834106
3634,3634,01:16:23:05,01:16:46:09,5248439298566680341.xml,1554,"Is this what I think it is?  The Lenny Royce fight.  Lenny won the British title in '62.  Exactly.  Seventeen years of age your dad was,  an' he beat a future champion in under three rounds. I'd heard the rumours,  I didn't think they were true.",events,,0.9679508805274963
21105,21105,00:01:09:20,00:01:13:21,5274434588125702436.xml,12,but it'll be uncomfortable  for the next few weeks.,events,,0.9677140712738037
945,945,00:52:13:00,00:52:18:09,5245830105934359183.xml,946,"So what's all this with Phil?  Leaving?  I'm just gonna find Ian. Make sure you hurry back, yeah? ",events,,0.9676185250282288
8958,8958,00:14:52:04,00:14:57:13,5256228221757951173.xml,247,Tony sent me to get my crown. ,events,,0.9675371646881104
17298,17298,01:41:41:09,01:41:45:24,5266645664934403562.xml,1867,Then he just walked out.  Christmas Day 1999. ,events,,0.9674794673919678
11461,11461,00:41:06:16,00:41:09:17,5258818087037440299.xml,830,"What?!  Me, Jack and the kids, we're moving to France.",events,,0.9674549698829651
2208,2208,00:07:19:24,00:07:25:23,5248439298566680341.xml,128,Shut up and get on with it. ,events,,0.9674493670463562
7895,7895,01:12:15:18,01:12:25:04,5253646087419594905.xml,1286,And then... ,events,,0.9673699140548706
